Date,Open,High,Low,Close,Adj Close,Volume
2016-01-01,430.721008,436.246002,427.515015,434.334015,434.334015,36278900
2016-01-02,434.622009,436.062012,431.869995,433.437988,433.437988,30096600
2016-01-03,433.578003,433.743011,424.705994,430.010986,430.010986,39633800
2016-01-04,430.061005,434.516998,429.084015,433.091003,433.091003,38477500
2016-01-05,433.069000,434.182007,429.675995,431.959991,431.959991,34522600
2016-01-06,431.855988,431.855988,426.341003,429.105011,429.105011,34042500
2016-01-07,430.010986,458.765991,429.076996,458.048004,458.048004,87562200
2016-01-08,457.537994,462.933990,447.937988,453.230011,453.230011,56993000
2016-01-09,453.382996,454.640015,446.889008,447.610992,447.610992,32278000
2016-01-10,448.238007,448.308990,440.351013,447.990997,447.990997,35995900
2016-01-11,448.697998,450.661987,443.855011,448.428009,448.428009,40450000
2016-01-12,448.182007,448.182007,435.690002,435.690002,435.690002,115607000
2016-01-13,434.665009,435.186005,424.442993,432.371002,432.371002,173888000
2016-01-14,432.287994,433.324005,427.845001,430.306000,430.306000,43945500
2016-01-15,430.255005,430.255005,364.330994,364.330994,364.330994,153351008
2016-01-16,365.072998,390.557007,354.914001,387.536011,387.536011,120352000
2016-01-17,387.152008,390.964996,380.092010,382.299011,382.299011,45319600
2016-01-18,381.733002,388.104004,376.665009,387.167999,387.167999,54403900
2016-01-19,387.026001,387.730011,378.971985,380.148987,380.148987,46819800
2016-01-20,379.739990,425.266998,376.598999,420.230011,420.230011,121720000
2016-01-21,419.631989,422.877014,406.299988,410.261993,410.261993,68338000
2016-01-22,409.751007,410.410004,375.282013,382.492004,382.492004,91546600
2016-01-23,382.433990,394.542999,381.980988,387.490997,387.490997,56247400
2016-01-24,388.101990,405.484985,387.510010,402.971008,402.971008,54824800
2016-01-25,402.316986,402.316986,388.553986,391.726013,391.726013,59062400
2016-01-26,392.002014,397.765991,390.575012,392.153015,392.153015,58147000
2016-01-27,392.444000,396.842987,391.782013,394.971985,394.971985,47424400
2016-01-28,395.145996,395.502014,379.734985,380.289001,380.289001,59247900
2016-01-29,380.108002,384.378998,365.451996,379.473999,379.473999,86125296
2016-01-30,378.864990,380.916992,376.490997,378.255005,378.255005,30284400
2016-01-31,378.292999,380.346985,367.834991,368.766998,368.766998,37894300
2016-02-01,369.350006,378.071991,367.957001,373.056000,373.056000,51656700
2016-02-02,372.920013,375.882996,372.920013,374.447998,374.447998,40378700
2016-02-03,374.645996,374.950012,368.045013,369.949005,369.949005,45933400
2016-02-04,370.174011,391.608002,369.993011,389.593994,389.593994,69285504
2016-02-05,388.898010,391.093994,385.571991,386.549011,386.549011,43825000
2016-02-06,386.588989,386.631012,372.386993,376.522003,376.522003,49249300
2016-02-07,376.514008,380.871002,374.903015,376.619995,376.619995,37076300
2016-02-08,376.756989,379.878998,373.334015,373.446991,373.446991,47671100
2016-02-09,373.423004,377.246002,372.898010,376.028992,376.028992,55318500
2016-02-10,376.145996,385.483002,375.782990,381.648987,381.648987,85130896
2016-02-11,382.114014,383.130005,376.398987,379.653992,379.653992,74375600
2016-02-12,379.686005,384.954010,379.600006,384.263000,384.263000,67042800
2016-02-13,384.640991,391.859985,384.640991,391.859985,391.859985,61911700
2016-02-14,392.932007,407.230011,392.932007,407.230011,407.230011,74469800
2016-02-15,407.567993,410.381012,397.748993,400.184998,400.184998,74070496
2016-02-16,401.432007,408.945007,401.432007,407.488007,407.488007,73093104
2016-02-17,407.656006,421.166992,406.783997,416.321991,416.321991,83193600
2016-02-18,416.571991,425.996002,415.638000,422.372986,422.372986,76752600
