Date,Open,High,Low,Close,Adj Close,Volume
2016-06-01,531.106995,543.080017,525.635986,536.919983,536.919983,86061800
2016-06-02,536.515015,540.351990,533.078003,537.971985,537.971985,60378200
2016-06-03,537.682007,574.638000,536.919983,569.193970,569.193970,122020000
2016-06-04,569.705017,590.132019,564.237976,572.726990,572.726990,94925296
2016-06-05,573.307983,582.807983,569.177979,574.976990,574.976990,68874096
2016-06-06,574.601990,586.469971,574.601990,585.536987,585.536987,72138896
2016-06-07,585.445007,590.258972,567.513977,576.596985,576.596985,107770000
2016-06-08,577.166992,582.838989,573.130005,581.645020,581.645020,80265800
2016-06-09,582.203003,582.203003,570.950989,574.630005,574.630005,71301000
2016-06-10,575.836975,579.127014,573.325012,577.469971,577.469971,66991900
2016-06-11,578.674011,607.116028,578.674011,606.726990,606.726990,82357000
2016-06-12,609.684021,684.843994,607.039001,672.783997,672.783997,277084992
2016-06-13,671.653992,716.004028,664.487000,704.375977,704.375977,243295008
2016-06-14,704.504028,704.504028,662.804016,685.559021,685.559021,186694000
2016-06-15,685.684998,696.302979,672.560974,694.468994,694.468994,99223800
2016-06-16,696.523010,773.721985,696.523010,766.307983,766.307983,271633984
2016-06-17,768.487000,775.356018,716.556030,748.908997,748.908997,363320992
2016-06-18,748.755981,777.989990,733.929016,756.226990,756.226990,252718000
2016-06-19,756.687988,766.620972,745.627991,763.781006,763.781006,136184992
2016-06-20,763.927002,764.083984,732.726990,737.226013,737.226013,174511008
2016-06-21,735.882996,735.882996,639.070007,666.651978,666.651978,309944000
2016-06-22,665.914978,678.669983,587.482971,596.116028,596.116028,266392992
2016-06-23,597.442993,629.327026,558.138977,623.976990,623.976990,253462000
2016-06-24,625.575012,681.726990,625.271973,665.299011,665.299011,224316992
2016-06-25,665.281006,691.731018,646.559021,665.122986,665.122986,126656000
2016-06-26,665.931030,665.979980,616.934021,629.367004,629.367004,109225000
2016-06-27,629.348999,655.275024,620.523987,655.275024,655.275024,122134000
2016-06-28,658.101990,659.247986,637.773010,647.000977,647.000977,138384992
2016-06-29,644.122009,644.682007,628.283997,639.890015,639.890015,142456000
2016-06-30,640.591003,675.403015,636.607971,673.336975,673.336975,138980000
2016-07-01,672.515015,686.153992,669.593994,676.296021,676.296021,134431008
2016-07-02,676.734009,703.702026,676.398987,703.702026,703.702026,112354000
2016-07-03,704.968018,704.968018,649.008972,658.664001,658.664001,129512000
2016-07-04,658.804016,683.661987,650.507996,683.661987,683.661987,92008400
2016-07-05,683.208984,683.491028,665.065979,670.627014,670.627014,130476000
