Date,Open,High,Low,Close,Adj Close,Volume
2020-04-01,6437.319336,6612.573730,6202.373535,6606.776367,6606.776367,40346426266
2020-04-02,6606.776367,7088.247559,6595.918457,6793.624512,6793.624512,47660646124
2020-04-03,6797.396484,7003.220703,6673.335938,6733.387207,6733.387207,38976504903
2020-04-04,6738.382813,6878.953613,6696.484863,6867.527344,6867.527344,33185988584
2020-04-05,6862.537598,6883.414063,6715.929199,6791.129395,6791.129395,29510409856
2020-04-06,6788.049805,7271.781250,6782.889648,7271.781250,7271.781250,46896904615
2020-04-07,7273.644043,7427.939453,7136.714355,7176.414551,7176.414551,44243482668
2020-04-08,7179.283203,7356.223633,7153.305664,7334.098633,7334.098633,37563249549
2020-04-09,7337.966309,7341.448242,7179.094238,7302.089355,7302.089355,34815139178
2020-04-10,7303.815430,7303.815430,6802.475098,6865.493164,6865.493164,43622840992
2020-04-11,6867.440430,6926.069824,6789.920898,6859.083008,6859.083008,31222085946
2020-04-12,6858.067871,7119.947266,6811.078125,6971.091797,6971.091797,35759567632
2020-04-13,6965.616699,6965.616699,6668.259766,6845.037598,6845.037598,38619308647
2020-04-14,6843.281738,6958.557129,6793.821289,6842.427734,6842.427734,34110434052
2020-04-15,6845.561523,6928.664551,6633.402832,6642.109863,6642.109863,32288311031
2020-04-16,6640.454102,7134.450684,6555.504395,7116.804199,7116.804199,46783242377
2020-04-17,7116.552734,7167.183105,7050.332031,7096.184570,7096.184570,32513423567
2020-04-18,7092.291504,7269.956543,7089.247070,7257.665039,7257.665039,32447188386
2020-04-19,7260.922363,7280.521973,7167.054688,7189.424805,7189.424805,31311210215
2020-04-20,7186.873535,7240.290527,6835.502930,6881.958496,6881.958496,37747113936
2020-04-21,6879.784180,6934.551758,6834.442383,6880.323242,6880.323242,32589741511
2020-04-22,6879.440430,7145.865723,6867.781738,7117.207520,7117.207520,33249153866
2020-04-23,7121.306152,7491.785156,7081.594727,7429.724609,7429.724609,43500782316
2020-04-24,7434.181641,7574.195801,7434.181641,7550.900879,7550.900879,34636526286
2020-04-25,7550.482910,7641.363770,7521.672363,7569.936035,7569.936035,32941541447
2020-04-26,7570.139160,7700.594238,7561.407715,7679.867188,7679.867188,33070154491
2020-04-27,7679.418945,7795.601074,7679.418945,7795.601074,7795.601074,36162144725
2020-04-28,7796.970215,7814.527344,7730.806641,7807.058594,7807.058594,33187959921
2020-04-29,7806.712402,8871.753906,7786.049316,8801.038086,8801.038086,60201052203
2020-04-30,8797.669922,9440.650391,8533.255859,8658.553711,8658.553711,66964629541
2020-05-01,8672.782227,9048.023438,8667.763672,8864.766602,8864.766602,44068389997
2020-05-02,8869.057617,9007.187500,8811.366211,8988.596680,8988.596680,40134388683
2020-05-03,8983.614258,9167.781250,8830.971680,8897.468750,8897.468750,47101785174
2020-05-04,8895.745117,8956.906250,8645.024414,8912.654297,8912.654297,45718796276
2020-05-05,8912.832031,9062.415039,8856.827148,9003.070313,9003.070313,43148462663
2020-05-06,9007.441406,9411.467773,8966.706055,9268.761719,9268.761719,49371886931
2020-05-07,9261.895508,9992.664063,9138.322266,9951.518555,9951.518555,61112700562
2020-05-08,9936.162109,9996.743164,9767.172852,9842.666016,9842.666016,51780748042
2020-05-09,9840.906250,9913.863281,9580.644531,9593.896484,9593.896484,46566121841
2020-05-10,9591.168945,9595.581055,8395.107422,8756.430664,8756.430664,63325279337
2020-05-11,8755.535156,9033.470703,8374.323242,8601.795898,8601.795898,57119858802
2020-05-12,8610.385742,8949.898438,8569.643555,8804.477539,8804.477539,42142717533
2020-05-13,8805.387695,9317.878906,8805.387695,9269.987305,9269.987305,45558144023
2020-05-14,9271.329102,9793.268555,9255.035156,9733.721680,9733.721680,56426907637
2020-05-15,9734.291016,9755.828125,9261.398438,9328.197266,9328.197266,48158802327
2020-05-16,9333.240234,9564.205078,9260.694336,9377.013672,9377.013672,36164766408
2020-05-17,9374.929688,9823.001953,9349.545898,9670.739258,9670.739258,40084250663
2020-05-18,9675.695313,9906.030273,9570.359375,9726.575195,9726.575195,41827139896
2020-05-19,9727.063477,9836.047852,9539.624023,9729.038086,9729.038086,39254288955
2020-05-20,9725.329102,9804.793945,9447.201172,9522.981445,9522.981445,36546239703
2020-05-21,9522.740234,9555.242188,8869.930664,9081.761719,9081.761719,39326160532
2020-05-22,9080.334961,9232.936523,9008.638672,9182.577148,9182.577148,29810773699
2020-05-23,9185.062500,9302.501953,9118.108398,9209.287109,9209.287109,27727866812
2020-05-24,9212.283203,9288.404297,8787.250977,8790.368164,8790.368164,32518803300
2020-05-25,8786.107422,8951.005859,8719.667969,8906.934570,8906.934570,31288157264
2020-05-26,8909.585938,8991.967773,8757.293945,8835.052734,8835.052734,29584186947
2020-05-27,8837.380859,9203.320313,8834.157227,9181.017578,9181.017578,32740536902
2020-05-28,9184.945313,9546.319336,9148.457031,9525.750977,9525.750977,34367073114
2020-05-29,9528.355469,9573.666992,9379.338867,9439.124023,9439.124023,32896642044
2020-05-30,9438.914063,9704.030273,9366.729492,9700.414063,9700.414063,32722975141
2020-05-31,9700.105469,9700.343750,9432.296875,9461.058594,9461.058594,27773290299
2020-06-01,9463.605469,10199.565430,9450.899414,10167.268555,10167.268555,35198901068
2020-06-02,10162.973633,10182.340820,9460.571289,9529.803711,9529.803711,39137252109
2020-06-03,9533.760742,9682.859375,9471.846680,9656.717773,9656.717773,25007459262
2020-06-04,9655.854492,9887.610352,9525.247070,9800.636719,9800.636719,25921805072
2020-06-05,9800.215820,9869.237305,9663.216797,9665.533203,9665.533203,23509628646
2020-06-06,9664.904297,9773.431641,9591.024414,9653.679688,9653.679688,20438419222
2020-06-07,9653.002930,9768.498047,9458.150391,9758.852539,9758.852539,25015250846
2020-06-08,9760.063477,9782.306641,9675.885742,9771.489258,9771.489258,21486346312
2020-06-09,9774.360352,9836.369141,9664.719727,9795.700195,9795.700195,23717842783
2020-06-10,9794.119141,9908.896484,9728.291016,9870.094727,9870.094727,25706567601
2020-06-11,9870.078125,9938.297852,9263.069336,9321.781250,9321.781250,30247143440
2020-06-12,9320.690430,9540.465820,9285.851563,9480.843750,9480.843750,22610564515
2020-06-13,9480.735352,9493.211914,9396.009766,9475.277344,9475.277344,17564322315
2020-06-14,9477.553711,9482.270508,9347.593750,9386.788086,9386.788086,18991732746
2020-06-15,9386.035156,9504.860352,8990.175781,9450.702148,9450.702148,26699704768
2020-06-16,9454.266602,9579.430664,9400.445313,9538.024414,9538.024414,21565537209
2020-06-17,9533.784180,9540.422852,9327.339844,9480.254883,9480.254883,20177709879
2020-06-18,9481.567383,9482.782227,9328.395508,9411.840820,9411.840820,17770083003
2020-06-19,9410.293945,9440.875977,9274.295898,9288.018555,9288.018555,19632223107
2020-06-20,9290.959961,9394.971680,9247.379883,9332.340820,9332.340820,17130541557
2020-06-21,9330.926758,9401.107422,9300.430664,9303.629883,9303.629883,15324301169
2020-06-22,9300.915039,9655.073242,9296.872070,9648.717773,9648.717773,21104009514
2020-06-23,9644.076172,9670.541016,9547.247070,9629.658203,9629.658203,17006433272
2020-06-24,9632.149414,9680.367188,9278.233398,9313.610352,9313.610352,18961716076
2020-06-25,9314.126953,9340.161133,9095.324219,9264.813477,9264.813477,18616048626
2020-06-26,9260.995117,9310.516602,9101.738281,9162.917969,9162.917969,18341465837
2020-06-27,9167.824219,9207.810547,8998.216797,9045.390625,9045.390625,17273093144
2020-06-28,9048.460938,9197.546875,8975.525391,9143.582031,9143.582031,14560870760
2020-06-29,9140.029297,9237.573242,9041.875977,9190.854492,9190.854492,16460547078
2020-06-30,9185.581055,9217.835938,9084.837891,9137.993164,9137.993164,15735797744
2020-07-01,9145.985352,9309.754883,9104.735352,9228.325195,9228.325195,15971550355
2020-07-02,9231.139648,9274.962891,9036.623047,9123.410156,9123.410156,16338916796
2020-07-03,9124.842773,9202.344727,9058.794922,9087.303711,9087.303711,13078970999
2020-07-04,9084.233398,9183.295898,9053.629883,9132.488281,9132.488281,12290528515
2020-07-05,9126.090820,9162.183594,8977.015625,9073.942383,9073.942383,12903406143
2020-07-06,9072.849609,9375.474609,9058.664063,9375.474609,9375.474609,17889263252
2020-07-07,9349.161133,9360.617188,9201.815430,9252.277344,9252.277344,13839652595
2020-07-08,9253.020508,9450.335938,9249.500000,9428.333008,9428.333008,19702359883
2020-07-09,9427.994141,9431.378906,9234.999023,9277.967773,9277.967773,18000702524
2020-07-10,9273.357422,9287.471680,9118.001953,9278.807617,9278.807617,16860035605
2020-07-11,9277.511719,9293.532227,9199.485352,9240.346680,9240.346680,13249910444
2020-07-12,9241.054688,9319.418945,9197.450195,9276.500000,9276.500000,14452361907
2020-07-13,9277.205078,9306.405273,9224.292969,9243.614258,9243.614258,17519821266
2020-07-14,9238.703125,9283.841797,9171.661133,9243.213867,9243.213867,18085038362
2020-07-15,9241.897461,9275.325195,9171.933594,9192.836914,9192.836914,15844731575
2020-07-16,9191.980469,9214.312500,9088.947266,9132.227539,9132.227539,15713967523
2020-07-17,9131.812500,9182.253906,9089.202148,9151.392578,9151.392578,13944570749
2020-07-18,9151.183594,9230.983398,9100.824219,9159.040039,9159.040039,12252601475
2020-07-19,9158.005859,9201.398438,9097.632813,9185.817383,9185.817383,12939002784
2020-07-20,9187.220703,9214.270508,9137.509766,9164.231445,9164.231445,13755604146
2020-07-21,9162.514648,9407.262695,9149.389648,9374.887695,9374.887695,18069581956
2020-07-22,9375.080078,9530.518555,9319.653320,9525.363281,9525.363281,16532254884
2020-07-23,9527.141602,9610.247070,9483.003906,9581.072266,9581.072266,18146399002
2020-07-24,9585.514648,9623.336914,9481.454102,9536.892578,9536.892578,16552768325
2020-07-25,9539.485352,9704.556641,9530.211914,9677.113281,9677.113281,16610070933
2020-07-26,9680.234375,10023.807617,9652.847656,9905.166992,9905.166992,20507998997
2020-07-27,9905.217773,11298.221680,9903.969727,10990.873047,10990.873047,35359749590
2020-07-28,11017.463867,11204.327148,10632.631836,10912.823242,10912.823242,28766551142
2020-07-29,10912.953125,11304.397461,10856.141602,11100.467773,11100.467773,24617249715
2020-07-30,11099.833008,11169.356445,10895.455078,11111.213867,11111.213867,22857247901
2020-07-31,11110.210938,11415.864258,10987.053711,11323.466797,11323.466797,23160469766
